21	0
108	0
199	0
292	0
311	0
452	0
548	0
634	0
723	0
809	0
932	0
21	1
115	1
204	1
293	1
311	1
450	1
544	1
628	1
718	1
803	1
890	1
998	1
21	2
112	2
208	2
299	2
314	2
447	2
541	2
631	2
721	2
805	2
937	2
23	3
116	3
293	3
311	3
449	3
543	3
628	3
720	3
804	3
887	3
997	3
22	4
111	4
201	4
294	4
312	4
445	4
533	4
623	4
719	4
807	4
929	4
23	5
115	5
206	5
299	5
313	5
450	5
541	5
632	5
724	5
806	5
890	5
998	5
20	6
108	6
203	6
300	6
314	6
451	6
541	6
635	6
794	6
884	6
995	6
22	7
114	7
203	7
300	7
314	7
449	7
543	7
632	7
722	7
806	7
934	7
22	8
110	8
201	8
300	8
314	8
451	8
542	8
634	8
727	8
806	8
890	8
993	8
20	9
111	9
204	9
304	9
441	9
540	9
629	9
722	9
873	9
933	9
23	10
117	10
209	10
300	10
314	10
450	10
540	10
631	10
720	10
806	10
926	10
997	10
20	11
113	11
204	11
302	11
316	11
450	11
623	11
719	11
796	11
880	11
940	11
20	12
111	12
202	12
303	12
439	12
534	12
627	12
718	12
800	12
883	12
995	12
21	13
112	13
202	13
296	13
312	13
446	13
533	13
623	13
720	13
802	13
881	13
994	13
22	14
109	14
198	14
295	14
312	14
449	14
540	14
636	14
727	14
808	14
935	14
21	15
116	15
211	15
302	15
315	15
462	15
547	15
637	15
791	15
880	15
990	15
23	16
114	16
202	16
304	16
443	16
535	16
628	16
717	16
802	16
881	16
994	16
22	17
113	17
205	17
300	17
314	17
451	17
541	17
631	17
723	17
803	17
885	17
995	17
21	18
117	18
204	18
301	18
314	18
448	18
541	18
626	18
720	18
801	18
890	18
991	18
20	19
112	19
204	19
300	19
314	19
464	19
540	19
631	19
727	19
806	19
889	19
999	19
22	20
114	20
208	20
303	20
439	20
534	20
626	20
718	20
802	20
927	20
996	20
21	21
116	21
207	21
303	21
437	21
526	21
551	21
638	21
792	21
878	21
937	21
24	22
116	22
199	22
297	22
313	22
464	22
546	22
635	22
726	22
809	22
890	22
994	22
22	23
110	23
202	23
297	23
312	23
449	23
540	23
635	23
724	23
882	23
994	23
25	24
114	24
203	24
299	24
314	24
449	24
540	24
632	24
720	24
806	24
930	24
20	25
108	25
198	25
296	25
312	25
451	25
538	25
632	25
721	25
801	25
888	25
21	26
115	26
201	26
297	26
312	26
445	26
535	26
627	26
719	26
802	26
883	26
992	26
23	27
107	27
196	27
291	27
310	27
449	27
543	27
631	27
724	27
809	27
930	27
22	28
114	28
206	28
299	28
314	28
449	28
543	28
634	28
725	28
808	28
930	28
999	28
20	29
111	29
199	29
294	29
312	29
453	29
551	29
714	29
803	29
886	29
942	29
22	30
114	30
205	30
301	30
314	30
451	30
543	30
628	30
716	30
802	30
889	30
998	30
21	31
107	31
202	31
295	31
312	31
448	31
539	31
632	31
724	31
808	31
930	31
22	32
109	32
127	32
208	32
306	32
441	32
537	32
633	32
726	32
807	32
932	32
22	33
123	33
209	33
303	33
444	33
540	33
632	33
724	33
881	33
991	33
20	34
114	34
206	34
299	34
313	34
464	34
539	34
630	34
719	34
808	34
930	34
19	35
107	35
196	35
298	35
314	35
449	35
546	35
636	35
795	35
879	35
937	35
22	36
108	36
200	36
294	36
311	36
453	36
541	36
629	36
720	36
807	36
930	36
22	37
120	37
207	37
304	37
446	37
541	37
632	37
718	37
802	37
884	37
996	37
20	38
112	38
202	38
296	38
312	38
452	38
542	38
631	38
724	38
874	38
938	38
21	39
117	39
204	39
298	39
313	39
450	39
542	39
633	39
715	39
795	39
883	39
942	39
22	40
110	40
128	40
200	40
300	40
314	40
446	40
537	40
627	40
719	40
800	40
881	40
993	40
21	41
114	41
209	41
304	41
444	41
538	41
630	41
719	41
804	41
930	41
20	42
109	42
127	42
201	42
302	42
442	42
538	42
628	42
718	42
801	42
882	42
995	42
22	43
109	43
198	43
297	43
313	43
451	43
539	43
630	43
719	43
803	43
884	43
996	43
23	44
116	44
202	44
299	44
314	44
446	44
538	44
626	44
720	44
808	44
890	44
993	44
24	45
119	45
208	45
304	45
440	45
534	45
630	45
725	45
878	45
942	45
20	46
110	46
206	46
303	46
443	46
534	46
621	46
712	46
796	46
889	46
994	46
23	47
114	47
201	47
298	47
314	47
450	47
548	47
635	47
728	47
876	47
941	47
21	48
112	48
205	48
301	48
314	48
462	48
541	48
629	48
728	48
877	48
941	48
21	49
110	49
201	49
299	49
314	49
450	49
544	49
631	49
721	49
801	49
885	49
995	49
20	50
111	50
204	50
299	50
314	50
448	50
538	50
630	50
719	50
804	50
885	50
995	50
21	51
115	51
207	51
302	51
443	51
539	51
631	51
717	51
799	51
881	51
940	51
23	52
110	52
202	52
300	52
314	52
450	52
542	52
633	52
720	52
877	52
936	52
20	53
114	53
205	53
302	53
436	53
528	53
551	53
634	53
728	53
874	53
936	53
22	54
108	54
197	54
296	54
312	54
449	54
538	54
627	54
718	54
806	54
930	54
21	55
113	55
207	55
301	55
314	55
462	55
541	55
632	55
718	55
805	55
933	55
21	56
115	56
203	56
300	56
314	56
452	56
549	56
635	56
724	56
805	56
885	56
20	57
108	57
203	57
298	57
313	57
451	57
543	57
630	57
717	57
800	57
889	57
998	57
21	58
115	58
202	58
302	58
439	58
532	58
621	58
714	58
796	58
880	58
998	58
21	59
111	59
201	59
296	59
313	59
462	59
543	59
628	59
719	59
806	59
890	59
999	59
22	60
115	60
203	60
302	60
314	60
462	60
544	60
631	60
717	60
805	60
890	60
992	60
25	61
113	61
206	61
297	61
312	61
448	61
543	61
634	61
724	61
873	61
934	61
22	62
111	62
200	62
293	62
311	62
448	62
538	62
630	62
716	62
799	62
885	62
996	62
19	63
110	63
203	63
297	63
312	63
446	63
537	63
629	63
717	63
801	63
882	63
997	63
22	64
111	64
196	64
299	64
314	64
448	64
541	64
633	64
726	64
878	64
941	64
20	65
114	65
205	65
301	65
314	65
448	65
537	65
629	65
716	65
800	65
886	65
992	65
22	66
109	66
200	66
298	66
314	66
451	66
540	66
630	66
721	66
807	66
932	66
18	67
113	67
206	67
301	67
314	67
461	67
539	67
633	67
719	67
805	67
886	67
993	67
23	68
109	68
203	68
300	68
314	68
448	68
537	68
629	68
718	68
808	68
933	68
21	69
107	69
203	69
299	69
314	69
451	69
547	69
634	69
726	69
807	69
932	69
21	70
112	70
205	70
297	70
313	70
464	70
541	70
631	70
720	70
804	70
938	70
21	71
115	71
204	71
297	71
312	71
444	71
535	71
622	71
717	71
802	71
890	71
991	71
21	72
111	72
204	72
299	72
313	72
451	72
539	72
626	72
720	72
805	72
928	72
999	72
25	73
112	73
201	73
296	73
313	73
462	73
540	73
629	73
724	73
807	73
885	73
997	73
23	74
112	74
204	74
304	74
442	74
535	74
623	74
720	74
808	74
929	74
24	75
116	75
203	75
298	75
313	75
449	75
540	75
635	75
723	75
806	75
889	75
994	75
22	76
110	76
199	76
296	76
313	76
445	76
536	76
624	76
716	76
796	76
879	76
939	76
20	77
106	77
199	77
293	77
311	77
451	77
539	77
628	77
718	77
803	77
885	77
994	77
20	78
111	78
128	78
293	78
311	78
450	78
548	78
635	78
731	78
879	78
993	78
23	79
115	79
208	79
304	79
441	79
533	79
626	79
714	79
807	79
930	79
21	80
118	80
206	80
305	80
440	80
533	80
625	80
718	80
800	80
889	80
993	80
22	81
110	81
128	81
196	81
293	81
312	81
450	81
540	81
634	81
724	81
805	81
928	81
18	82
109	82
204	82
302	82
314	82
462	82
548	82
636	82
724	82
867	82
928	82
998	82
22	83
116	83
205	83
304	83
445	83
534	83
631	83
720	83
800	83
880	83
942	83
22	84
115	84
206	84
301	84
314	84
448	84
539	84
631	84
721	84
807	84
890	84
997	84
22	85
114	85
205	85
304	85
442	85
531	85
624	85
716	85
805	85
931	85
21	86
108	86
198	86
294	86
312	86
452	86
547	86
635	86
792	86
881	86
942	86
21	87
110	87
128	87
200	87
297	87
313	87
450	87
547	87
636	87
724	87
804	87
889	87
999	87
22	88
113	88
200	88
290	88
309	88
446	88
537	88
623	88
713	88
800	88
883	88
998	88
21	89
114	89
207	89
303	89
438	89
532	89
629	89
715	89
799	89
879	89
940	89
21	90
114	90
206	90
303	90
440	90
537	90
626	90
719	90
803	90
890	90
995	90
21	91
111	91
128	91
295	91
313	91
449	91
536	91
625	91
714	91
802	91
889	91
19	92
109	92
200	92
297	92
312	92
449	92
543	92
630	92
721	92
872	92
935	92
21	93
116	93
207	93
298	93
313	93
446	93
536	93
627	93
720	93
805	93
889	93
994	93
19	94
113	94
205	94
301	94
441	94
536	94
629	94
720	94
801	94
885	94
998	94
22	95
117	95
206	95
299	95
313	95
464	95
547	95
634	95
794	95
880	95
994	95
22	96
117	96
205	96
301	96
316	96
451	96
541	96
634	96
727	96
809	96
929	96
21	97
116	97
204	97
301	97
314	97
462	97
551	97
634	97
725	97
875	97
936	97
20	98
110	98
127	98
289	98
308	98
442	98
541	98
632	98
724	98
807	98
890	98
998	98
22	99
114	99
206	99
303	99
437	99
529	99
624	99
717	99
797	99
884	99
993	99
24	100
119	100
208	100
304	100
439	100
535	100
626	100
717	100
802	100
884	100
20	101
114	101
207	101
302	101
315	101
450	101
540	101
631	101
727	101
882	101
996	101
21	102
112	102
201	102
292	102
311	102
448	102
540	102
634	102
723	102
803	102
930	102
995	102
20	103
115	103
205	103
301	103
437	103
532	103
624	103
642	103
725	103
872	103
934	103
23	104
118	104
209	104
306	104
445	104
537	104
627	104
717	104
800	104
883	104
997	104
22	105
115	105
205	105
301	105
315	105
462	105
541	105
631	105
722	105
809	105
930	105
998	105
19	106
111	106
204	106
300	106
314	106
464	106
542	106
630	106
719	106
808	106
929	106
999	106
21	107
117	107
202	107
299	107
314	107
450	107
541	107
629	107
721	107
871	107
936	107
24	108
114	108
204	108
296	108
313	108
451	108
547	108
633	108
718	108
804	108
890	108
994	108
22	109
114	109
207	109
305	109
440	109
530	109
626	109
717	109
797	109
883	109
941	109
20	110
109	110
200	110
300	110
314	110
451	110
542	110
635	110
791	110
883	110
992	110
23	111
115	111
203	111
299	111
314	111
442	111
540	111
628	111
723	111
876	111
940	111
24	112
113	112
207	112
300	112
314	112
464	112
547	112
637	112
796	112
881	112
989	112
22	113
112	113
199	113
298	113
313	113
450	113
542	113
630	113
718	113
802	113
884	113
996	113
21	114
111	114
201	114
294	114
312	114
449	114
546	114
629	114
724	114
875	114
939	114
22	115
112	115
201	115
301	115
315	115
449	115
540	115
635	115
728	115
876	115
935	115
20	116
107	116
199	116
297	116
313	116
450	116
541	116
632	116
723	116
805	116
932	116
19	117
110	117
203	117
297	117
313	117
464	117
540	117
632	117
719	117
797	117
890	117
994	117
21	118
110	118
198	118
289	118
308	118
448	118
541	118
629	118
723	118
877	118
937	118
22	119
114	119
205	119
303	119
442	119
536	119
630	119
720	119
805	119
