13	0
147	0
235	0
321	0
402	0
482	0
579	0
676	0
765	0
819	0
893	0
976	0
10	1
90	1
177	1
240	1
324	1
402	1
481	1
581	1
675	1
762	1
819	1
937	1
979	1
11	2
90	2
178	2
274	2
325	2
405	2
484	2
579	2
676	2
763	2
819	2
893	2
977	2
11	3
88	3
152	3
238	3
324	3
405	3
480	3
537	3
626	3
715	3
815	3
889	3
974	3
11	4
89	4
178	4
319	4
379	4
479	4
536	4
628	4
712	4
814	4
890	4
975	4
11	5
89	5
174	5
238	5
325	5
404	5
482	5
578	5
675	5
717	5
815	5
890	5
977	5
11	6
88	6
174	6
273	6
323	6
447	6
534	6
626	6
713	6
767	6
889	6
973	6
10	7
87	7
152	7
237	7
323	7
402	7
479	7
575	7
631	7
717	7
817	7
889	7
977	7
11	8
87	8
151	8
237	8
322	8
402	8
481	8
575	8
630	8
718	8
817	8
891	8
973	8
12	9
91	9
175	9
239	9
323	9
404	9
483	9
579	9
632	9
714	9
767	9
885	9
942	9
12	10
148	10
237	10
323	10
405	10
484	10
627	10
717	10
813	10
887	10
975	10
12	11
90	11
174	11
242	11
323	11
403	11
483	11
581	11
676	11
718	11
817	11
890	11
974	11
10	12
87	12
175	12
272	12
325	12
445	12
532	12
581	12
717	12
815	12
891	12
976	12
10	13
84	13
151	13
240	13
321	13
403	13
483	13
577	13
674	13
717	13
818	13
941	13
10	14
90	14
175	14
271	14
376	14
447	14
530	14
580	14
679	14
765	14
888	14
941	14
10	15
89	15
175	15
274	15
378	15
479	15
535	15
625	15
679	15
766	15
883	15
943	15
11	16
89	16
177	16
274	16
378	16
451	16
534	16
626	16
713	16
767	16
819	16
938	16
10	17
84	17
151	17
239	17
324	17
403	17
484	17
581	17
713	17
764	17
819	17
940	17
10	18
86	18
174	18
240	18
322	18
403	18
481	18
576	18
675	18
763	18
819	18
893	18
978	18
11	19
87	19
174	19
239	19
321	19
402	19
482	19
580	19
675	19
760	19
818	19
893	19
11	20
87	20
152	20
237	20
325	20
402	20
482	20
581	20
713	20
766	20
819	20
894	20
